CellType	DiseaseTissue	Ident1	Ident2	Gene	Log2FC	pval	padj	stat
Plasma_cell	CD_R	I	NI	RAD51-AS1	-0.3999	0.45	0.9661	-0.7555
Plasma_cell	CD_R	I	NI	RMDN3	-0.411	0.6111	1	-0.5085
Plasma_cell	CD_R	I	NI	INO80	-0.2072	0.6127	0.9708	-0.5062
Plasma_cell	CD_R	I	NI	CHP1	-0.3822	0.5336	1	-0.6225
Plasma_cell	CD_R	I	NI	OIP5-AS1	-0.4564	0.2169	0.9341	-1.235
Plasma_cell	CD_R	I	NI	NDUFAF1	-0.6646	0.359	0.9582	-0.9172
Plasma_cell	CD_R	I	NI	RTF1	0.1728	0.7167	0.986	0.3629
Plasma_cell	CD_R	I	NI	MGA	-0.1197	0.7455	0.9956	-0.3246
Plasma_cell	CD_R	I	NI	MAPKBP1	-0.000208	0.9998	1	-0.0003014
Plasma_cell	CD_R	I	NI	EHD4	0.01939	0.9792	1	0.02601
Plasma_cell	CD_R	I	NI	VPS39	0.05844	0.8869	1	0.1422
Plasma_cell	CD_R	I	NI	TMEM87A	-0.1671	0.6208	0.9747	-0.4948
Plasma_cell	CD_R	I	NI	GANC	0.7637	0.11	0.9157	1.598
Plasma_cell	CD_R	I	NI	CAPN3	0.5607	0.3992	0.9648	0.8431
Plasma_cell	CD_R	I	NI	ZNF106	-0.1678	0.7509	0.9968	-0.3174
Plasma_cell	CD_R	I	NI	SNAP23	0.00526	0.9929	1	0.008841
Plasma_cell	CD_R	I	NI	AC018362.1	0.8113	0.4167	0.9661	0.8121
Plasma_cell	CD_R	I	NI	STARD9	-0.7928	0.2286	0.9353	-1.204
Plasma_cell	CD_R	I	NI	TTBK2	-0.5285	0.128	0.9157	-1.522
Plasma_cell	CD_R	I	NI	UBR1	0.2781	0.4414	0.9661	0.7699
Plasma_cell	CD_R	I	NI	AC068724.3	-0.7299	0.233	0.9353	-1.193
Plasma_cell	CD_R	I	NI	TMEM62	0.1282	0.7721	0.9999	0.2896
Plasma_cell	CD_R	I	NI	CCNDBP1	-0.4268	0.4889	0.967	-0.692
Plasma_cell	CD_R	I	NI	ADAL	-0.7276	0.3887	0.9642	-0.8619
Plasma_cell	CD_R	I	NI	TP53BP1	0.7502	0.2427	0.9353	1.168
Plasma_cell	CD_R	I	NI	CATSPER2	-0.6939	0.3532	0.9571	-0.9285
Plasma_cell	CD_R	I	NI	PDIA3	-0.4146	0.2715	0.9398	-1.1
Plasma_cell	CD_R	I	NI	SERF2	-0.9401	0.09551	0.904	-1.667
Plasma_cell	CD_R	I	NI	CASC4	-0.1723	0.5319	0.9693	-0.6251
Plasma_cell	CD_R	I	NI	CTDSPL2	-0.2131	0.5459	0.9708	-0.6039
Plasma_cell	CD_R	I	NI	EIF3J	0.1454	0.7156	0.9945	0.3643
Plasma_cell	CD_R	I	NI	SPG11	0.0515	0.8564	1	0.1809
Plasma_cell	CD_R	I	NI	PATL2	1.139	0.01562	0.672	2.418
Plasma_cell	CD_R	I	NI	B2M	0.1725	0.7522	0.9968	0.3157
Plasma_cell	CD_R	I	NI	TRIM69	0.171	0.7476	0.9961	0.3219
Plasma_cell	CD_R	I	NI	SLC30A4	0.04975	0.9466	1	0.06702
Plasma_cell	CD_R	I	NI	BLOC1S6	0.2927	0.6023	0.972	0.521
Plasma_cell	CD_R	I	NI	SQOR	0.9282	0.1958	0.9292	1.294
Plasma_cell	CD_R	I	NI	MYEF2	0.5209	0.5236	0.9693	0.6378
Plasma_cell	CD_R	I	NI	DUT	0.3812	0.6224	1	0.4925
Plasma_cell	CD_R	I	NI	CEP152	0.07615	0.8923	1	0.1354
Plasma_cell	CD_R	I	NI	EID1	0.3384	0.5651	0.9708	0.5753
Plasma_cell	CD_R	I	NI	SECISBP2L	0.08352	0.8435	1	0.1974
Plasma_cell	CD_R	I	NI	COPS2	-0.05054	0.9078	1	-0.1159
Plasma_cell	CD_R	I	NI	GALK2	0.2532	0.303	0.9287	1.03
Plasma_cell	CD_R	I	NI	FAM227B	-0.1288	0.7489	0.9963	-0.3201
Plasma_cell	CD_R	I	NI	DTWD1	-0.8165	0.02436	0.7993	-2.251
Plasma_cell	CD_R	I	NI	GABPB1	-0.1964	0.6016	0.972	-0.5222
Plasma_cell	CD_R	I	NI	GABPB1-IT1	-0.5347	0.3032	0.9398	-1.03
Plasma_cell	CD_R	I	NI	GABPB1-AS1	0.4558	0.4278	0.9648	0.793
Plasma_cell	CD_R	I	NI	USP8	0.03723	0.9168	1	0.1045
Plasma_cell	CD_R	I	NI	TRPM7	-0.2308	0.3858	0.9627	-0.8672
Plasma_cell	CD_R	I	NI	SPPL2A	0.536	0.2737	0.9398	1.095
Plasma_cell	CD_R	I	NI	AP4E1	0.4326	0.4374	0.992	0.7766
Plasma_cell	CD_R	I	NI	TMOD3	-0.09486	0.8199	1	-0.2277
Plasma_cell	CD_R	I	NI	MAPK6	0.3687	0.3629	0.951	0.9099
Plasma_cell	CD_R	I	NI	GNB5	-0.5501	0.2939	0.9398	-1.05
Plasma_cell	CD_R	I	NI	MYO5C	-1.213	0.1313	0.9157	-1.509
Plasma_cell	CD_R	I	NI	MYO5A	-0.3425	0.305	0.9398	-1.026
Plasma_cell	CD_R	I	NI	ARPP19	0.852	0.1155	0.9157	1.574
Plasma_cell	CD_R	I	NI	AC025917.1	0.2524	0.7769	0.9999	0.2833
Plasma_cell	CD_R	I	NI	FAM214A	0.3046	0.1915	0.9292	1.306
Plasma_cell	CD_R	I	NI	RSL24D1	0.532	0.477	0.967	0.7112
Plasma_cell	CD_R	I	NI	RAB27A	-0.3366	0.3304	0.9505	-0.9734
Plasma_cell	CD_R	I	NI	PIGB	-0.1225	0.8602	1	-0.1762
Plasma_cell	CD_R	I	NI	CCPG1	-0.2654	0.3218	0.9292	-0.9908
Plasma_cell	CD_R	I	NI	RFX7	0.1388	0.7149	0.9945	0.3653
Plasma_cell	CD_R	I	NI	TEX9	-1.019	0.02739	0.8064	-2.206
Plasma_cell	CD_R	I	NI	AC090518.1	-0.1088	0.8936	1	-0.1337
Plasma_cell	CD_R	I	NI	ZNF280D	-0.01601	0.9554	1	-0.05592
Plasma_cell	CD_R	I	NI	AC090517.5	-0.4389	0.471	0.967	-0.7208
Plasma_cell	CD_R	I	NI	TCF12	0.1475	0.5455	0.9708	0.6045
Plasma_cell	CD_R	I	NI	ADAM10	0.1903	0.4586	0.9664	0.7411
Plasma_cell	CD_R	I	NI	MINDY2	-0.4377	0.369	0.9617	-0.8984
Plasma_cell	CD_R	I	NI	RNF111	0.3799	0.2368	0.9353	1.183
Plasma_cell	CD_R	I	NI	SLTM	0.2965	0.2991	0.9398	1.038
Plasma_cell	CD_R	I	NI	MYO1E	2.194	0.01868	0.7492	2.352
Plasma_cell	CD_R	I	NI	BNIP2	-0.1234	0.8007	1	-0.2524
Plasma_cell	CD_R	I	NI	ANXA2	-0.4174	0.5717	0.9708	-0.5655
Plasma_cell	CD_R	I	NI	ICE2	0.1304	0.7669	0.993	0.2965
Plasma_cell	CD_R	I	NI	RORA-AS1	-0.4646	0.3033	0.9398	-1.029
Plasma_cell	CD_R	I	NI	RORA	0.1421	0.6852	0.992	0.4054
Plasma_cell	CD_R	I	NI	AC009554.1	1.043	0.3037	0.9398	1.028
Plasma_cell	CD_R	I	NI	VPS13C	0.1317	0.5265	0.9693	0.6334
Plasma_cell	CD_R	I	NI	LACTB	1.56	0.0953	0.904	1.668
Plasma_cell	CD_R	I	NI	RPS27L	0.4238	0.4093	0.9661	0.8251
Plasma_cell	CD_R	I	NI	RAB8B	-0.1837	0.6931	0.992	-0.3947
Plasma_cell	CD_R	I	NI	USP3	-0.4736	0.03287	0.8101	-2.134
Plasma_cell	CD_R	I	NI	USP3-AS1	0.08908	0.8651	1	0.1699
Plasma_cell	CD_R	I	NI	HERC1	-0.09522	0.731	0.9945	-0.3437
Plasma_cell	CD_R	I	NI	CIAO2A	-0.2804	0.632	0.9774	-0.479
Plasma_cell	CD_R	I	NI	SNX1	0.4706	0.3053	0.9398	1.025
Plasma_cell	CD_R	I	NI	PPIB	-0.1438	0.7829	1	-0.2756
Plasma_cell	CD_R	I	NI	CSNK1G1	0.1087	0.7525	0.967	0.3154
Plasma_cell	CD_R	I	NI	TRIP4	-0.2232	0.6647	1	-0.4335
Plasma_cell	CD_R	I	NI	ZNF609	-0.3273	0.325	0.9292	-0.9843
Plasma_cell	CD_R	I	NI	PIF1	-0.7141	0.3765	0.9617	-0.8844
Plasma_cell	CD_R	I	NI	ANKDD1A	0.4652	0.3971	0.9648	0.8469
Plasma_cell	CD_R	I	NI	SPG21	1.85	0.09747	0.904	1.657
Plasma_cell	CD_R	I	NI	MTFMT	-1.199	0.05205	0.8596	-1.943
Plasma_cell	CD_R	I	NI	PDCD7	-0.6884	0.4218	0.9882	-0.8034
Plasma_cell	CD_R	I	NI	CLPX	-0.1971	0.6576	0.9724	-0.4432
Plasma_cell	CD_R	I	NI	PARP16	-0.5537	0.3612	0.9582	-0.913
Plasma_cell	CD_R	I	NI	DPP8	0.468	0.2533	0.9388	1.142
Plasma_cell	CD_R	I	NI	HACD3	0.3614	0.5319	0.9693	0.6251
Plasma_cell	CD_R	I	NI	INTS14	-0.6146	0.3741	0.9617	-0.8887
Plasma_cell	CD_R	I	NI	SLC24A1	-1.599	0.06418	0.8712	-1.851
Plasma_cell	CD_R	I	NI	DENND4A	0.1835	0.5237	0.9693	0.6377
Plasma_cell	CD_R	I	NI	RAB11A	0.07642	0.8703	1	0.1633
Plasma_cell	CD_R	I	NI	DIS3L	0.9986	0.1488	0.9353	1.444
Plasma_cell	CD_R	I	NI	MAP2K1	0.1926	0.6146	0.9724	0.5035
Plasma_cell	CD_R	I	NI	RPL4	-0.02935	0.958	1	-0.05262
Plasma_cell	CD_R	I	NI	SMAD3	1.332	0.1354	0.9157	1.493
Plasma_cell	CD_R	I	NI	AAGAB	-0.1258	0.7906	1	-0.2655
Plasma_cell	CD_R	I	NI	IQCH-AS1	-0.05975	0.8915	1	-0.1364
Plasma_cell	CD_R	I	NI	MAP2K5	0.2276	0.5289	0.9693	0.6297
Plasma_cell	CD_R	I	NI	PIAS1	-0.6515	0.02811	0.8064	-2.196
Plasma_cell	CD_R	I	NI	CALML4	-0.8024	0.2404	0.9617	-1.174
Plasma_cell	CD_R	I	NI	CLN6	-0.7	0.3086	0.9398	-1.018
Plasma_cell	CD_R	I	NI	FEM1B	0.2287	0.6991	0.992	0.3865
Plasma_cell	CD_R	I	NI	ANP32A	0.5575	0.3691	0.9617	0.8981
Plasma_cell	CD_R	I	NI	RPLP1	-0.1599	0.7884	1	-0.2684
Plasma_cell	CD_R	I	NI	TLE3	-0.2434	0.5868	0.9708	-0.5435
Plasma_cell	CD_R	I	NI	MYO9A	-0.6434	0.06183	0.829	-1.868
Plasma_cell	CD_R	I	NI	PKM	0.5517	0.4422	0.9661	0.7686
Plasma_cell	CD_R	I	NI	PARP6	-0.3321	0.5671	0.9708	-0.5723
Plasma_cell	CD_R	I	NI	HEXA	0.2186	0.71	1	0.3718
Plasma_cell	CD_R	I	NI	ARIH1	0.2331	0.3624	0.9589	0.9107
Plasma_cell	CD_R	I	NI	ADPGK	0.2191	0.6445	0.9714	0.4614
Plasma_cell	CD_R	I	NI	NEO1	-0.2578	0.7164	0.9945	-0.3633
Plasma_cell	CD_R	I	NI	NPTN	1.303	0.09542	0.904	1.667
Plasma_cell	CD_R	I	NI	PML	1.168	0.1792	0.9398	1.343
Plasma_cell	CD_R	I	NI	ARID3B	0.2397	0.5579	0.9685	0.5859
Plasma_cell	CD_R	I	NI	CLK3	0.372	0.6687	0.9885	0.4279
Plasma_cell	CD_R	I	NI	EDC3	-0.2475	0.7313	0.9945	-0.3433
Plasma_cell	CD_R	I	NI	CSK	0.3838	0.5837	1	0.5479
Plasma_cell	CD_R	I	NI	SCAMP2	0.07995	0.8998	1	0.1259
Plasma_cell	CD_R	I	NI	SCAMP5	1.021	0.1931	0.9292	1.302
Plasma_cell	CD_R	I	NI	PPCDC	0.08457	0.8378	0.9685	0.2048
Plasma_cell	CD_R	I	NI	C15orf39	-1.633	0.06509	0.8735	-1.845
Plasma_cell	CD_R	I	NI	NEIL1	1.495	0.1787	0.9259	1.345
Plasma_cell	CD_R	I	NI	MAN2C1	0.2647	0.7154	0.9945	0.3646
Plasma_cell	CD_R	I	NI	SIN3A	0.1356	0.7671	0.9989	0.2962
Plasma_cell	CD_R	I	NI	PTPN9	1.835	0.02726	0.8064	2.208
Plasma_cell	CD_R	I	NI	IMP3	-1.299	0.1042	0.9188	-1.625
Plasma_cell	CD_R	I	NI	UBE2Q2	-0.4817	0.1943	0.9292	-1.298
Plasma_cell	CD_R	I	NI	FBXO22	-0.2666	0.5888	0.9704	-0.5405
Plasma_cell	CD_R	I	NI	ETFA	-0.06551	0.8539	1	-0.1841
Plasma_cell	CD_R	I	NI	SCAPER	0.04574	0.8372	1	0.2054
Plasma_cell	CD_R	I	NI	RCN2	-0.3111	0.5977	0.972	-0.5277
Plasma_cell	CD_R	I	NI	TSPAN3	-0.3949	0.5102	0.9685	-0.6586
Plasma_cell	CD_R	I	NI	PEAK1	-0.1314	0.7319	0.9945	-0.3426
Plasma_cell	CD_R	I	NI	HMG20A	-0.0207	0.9646	1	-0.04441
Plasma_cell	CD_R	I	NI	TBC1D2B	-0.06951	0.9218	1	-0.09818
Plasma_cell	CD_R	I	NI	IDH3A	0.2935	0.6864	0.992	0.4037
Plasma_cell	CD_R	I	NI	IREB2	0.165	0.6699	0.9726	0.4263
Plasma_cell	CD_R	I	NI	PSMA4	1.302	0.185	0.9287	1.326
Plasma_cell	CD_R	I	NI	MORF4L1	0.4691	0.1909	0.9292	1.308
Plasma_cell	CD_R	I	NI	CTSH	1.233	0.2687	0.9398	1.106
Plasma_cell	CD_R	I	NI	TMED3	0.7824	0.137	0.9157	1.487
Plasma_cell	CD_R	I	NI	MINAR1	1.156	0.261	0.9398	1.124
Plasma_cell	CD_R	I	NI	MTHFS	-1.108	0.02092	0.8101	-2.309
Plasma_cell	CD_R	I	NI	ZFAND6	0.2229	0.452	0.9398	0.7521
Plasma_cell	CD_R	I	NI	MESD	0.3427	0.5162	0.9685	0.6492
Plasma_cell	CD_R	I	NI	IL16	0.3414	0.4471	0.9661	0.7602
Plasma_cell	CD_R	I	NI	STARD5	1.197	0.06606	0.9157	1.838
Plasma_cell	CD_R	I	NI	TMC3-AS1	0.2508	0.2565	0.939	1.135
Plasma_cell	CD_R	I	NI	AC060809.1	-0.2704	0.3823	0.9618	-0.8736
Plasma_cell	CD_R	I	NI	EFL1	0.5388	0.4031	0.9648	0.8362
Plasma_cell	CD_R	I	NI	RPS17	-0.2641	0.6623	0.9724	-0.4368
Plasma_cell	CD_R	I	NI	WHAMM	0.05444	0.9244	1	0.09489
Plasma_cell	CD_R	I	NI	HOMER2	-0.8802	0.1067	0.904	-1.613
Plasma_cell	CD_R	I	NI	BTBD1	-0.07456	0.8641	1	-0.1712
Plasma_cell	CD_R	I	NI	WDR73	0.5501	0.4934	0.967	0.6849
Plasma_cell	CD_R	I	NI	SEC11A	-0.1256	0.7774	0.9999	-0.2827
Plasma_cell	CD_R	I	NI	AC012291.3	-0.9328	0.2303	0.9353	-1.199
Plasma_cell	CD_R	I	NI	ZNF592	0.3281	0.5076	0.9685	0.6626
Plasma_cell	CD_R	I	NI	PDE8A	0.2602	0.5786	0.9708	0.5554
Plasma_cell	CD_R	I	NI	AKAP13	0.1441	0.5551	0.9708	0.5902
Plasma_cell	CD_R	I	NI	AC087286.2	0.1221	0.8782	1	0.1532
Plasma_cell	CD_R	I	NI	MRPS11	0.1932	0.8101	1	0.2402
Plasma_cell	CD_R	I	NI	DET1	-0.2018	0.8014	1	-0.2515
Plasma_cell	CD_R	I	NI	ISG20	0.003419	0.9941	0.9724	0.007412
Plasma_cell	CD_R	I	NI	ABHD2	0.1351	0.77	0.9994	0.2924
Plasma_cell	CD_R	I	NI	POLG	0.5058	0.5648	1	0.5757
Plasma_cell	CD_R	I	NI	AP3S2	-0.2962	0.5173	0.9685	-0.6475
Plasma_cell	CD_R	I	NI	ZNF710	0.5407	0.3758	0.9617	0.8857
Plasma_cell	CD_R	I	NI	IDH2	0.3288	0.5238	0.9693	0.6375
Plasma_cell	CD_R	I	NI	SEMA4B	0.4837	0.4666	0.967	0.7281
Plasma_cell	CD_R	I	NI	IQGAP1	-0.01633	0.9597	1	-0.05056
Plasma_cell	CD_R	I	NI	CRTC3	0.4734	0.2014	0.9292	1.278
Plasma_cell	CD_R	I	NI	BLM	1.021	0.2291	0.9353	1.203
Plasma_cell	CD_R	I	NI	MAN2A2	-0.4607	0.5437	0.9708	-0.6072
Plasma_cell	CD_R	I	NI	SLCO3A1	0.8716	0.1853	0.9287	1.325
Plasma_cell	CD_R	I	NI	FAM174B	0.2894	0.5573	0.9708	0.5869
Plasma_cell	CD_R	I	NI	LINC01578	-0.282	0.3326	0.951	-0.9689
Plasma_cell	CD_R	I	NI	CHD2	-0.07038	0.753	0.9968	-0.3147
Plasma_cell	CD_R	I	NI	MCTP2	-0.1621	0.6431	0.9804	-0.4633
Plasma_cell	CD_R	I	NI	IGF1R	-1.308	0.09303	0.904	-1.68
Plasma_cell	CD_R	I	NI	LRRC28	0.3435	0.4049	0.9652	0.833
Plasma_cell	CD_R	I	NI	MEF2A	0.1724	0.5654	0.9708	0.5748
Plasma_cell	CD_R	I	NI	AC090825.1	-0.6658	0.3308	0.9505	-0.9725
Plasma_cell	CD_R	I	NI	LINS1	0.5423	0.3494	0.9571	0.9357
Plasma_cell	CD_R	I	NI	ASB7	0.09197	0.8834	1	0.1467
Plasma_cell	CD_R	I	NI	AC015712.2	0.6432	0.5054	1	0.6661
Plasma_cell	CD_R	I	NI	LRRK1	0.4197	0.3063	0.9398	1.023
Plasma_cell	CD_R	I	NI	CHSY1	1.171	0.01428	0.672	2.45
Plasma_cell	CD_R	I	NI	SELENOS	-0.0526	0.884	1	-0.1458
Plasma_cell	CD_R	I	NI	SNRPA1	-0.4909	0.3437	0.9568	-0.947
Plasma_cell	CD_R	I	NI	TM2D3	0.804	0.3118	0.9398	1.011
Plasma_cell	CD_R	I	NI	TARSL2	-0.553	0.2007	0.9292	-1.28
Plasma_cell	CD_R	I	NI	MPG	-0.7945	0.4206	0.9661	-0.8054
Plasma_cell	CD_R	I	NI	NPRL3	-1.063	0.02118	0.7931	-2.305
Plasma_cell	CD_R	I	NI	LUC7L	-0.01604	0.9634	1	-0.04583
Plasma_cell	CD_R	I	NI	AXIN1	-0.3529	0.5986	0.972	-0.5265
Plasma_cell	CD_R	I	NI	RAB11FIP3	-0.7445	0.1486	0.9157	-1.445
Plasma_cell	CD_R	I	NI	RHOT2	-1.776	0.01594	0.7153	-2.41
Plasma_cell	CD_R	I	NI	LMF1	0.3457	0.5411	0.967	0.6112
Plasma_cell	CD_R	I	NI	UBE2I	-1.089	0.0294	0.8064	-2.178
Plasma_cell	CD_R	I	NI	GNPTG	-0.6029	0.4657	0.967	-0.7295
Plasma_cell	CD_R	I	NI	UNKL	0.05315	0.9113	1	0.1113
Plasma_cell	CD_R	I	NI	CLCN7	0.7859	0.3085	0.9398	1.018
Plasma_cell	CD_R	I	NI	IFT140	-0.9058	0.2621	0.9398	-1.121
Plasma_cell	CD_R	I	NI	CRAMP1	0.5887	0.4963	0.967	0.6803
Plasma_cell	CD_R	I	NI	MAPK8IP3	-1.014	0.01005	0.6675	-2.574
Plasma_cell	CD_R	I	NI	NME3	-0.1089	0.8823	1	-0.148
Plasma_cell	CD_R	I	NI	HAGH	-0.3508	0.5326	0.9693	-0.6241
Plasma_cell	CD_R	I	NI	RPS2	0.7956	0.1558	0.9157	1.419
Plasma_cell	CD_R	I	NI	TSC2	0.1468	0.8623	1	0.1735
Plasma_cell	CD_R	I	NI	PKD1	-0.5991	0.3935	0.9648	-0.8532
Plasma_cell	CD_R	I	NI	SNHG19	-1.514	0.09697	0.904	-1.66
Plasma_cell	CD_R	I	NI	ECI1	0.8073	0.4172	0.9661	0.8112
Plasma_cell	CD_R	I	NI	RNPS1	0.3903	0.5301	1	0.6278
Plasma_cell	CD_R	I	NI	PDPK1	-0.1765	0.7328	0.9947	-0.3414
Plasma_cell	CD_R	I	NI	ERVK13-1	0.865	0.172	0.9188	1.366
Plasma_cell	CD_R	I	NI	SRRM2	0.08606	0.7748	0.9999	0.2861
Plasma_cell	CD_R	I	NI	FLYWCH1	0.3387	0.6747	1	0.4197
Plasma_cell	CD_R	I	NI	ZNF213-AS1	0.1168	0.8986	1	0.1274
Plasma_cell	CD_R	I	NI	ZNF263	-0.2158	0.7586	1	-0.3073
Plasma_cell	CD_R	I	NI	ZNF75A	0.4661	0.4851	0.967	0.6982
Plasma_cell	CD_R	I	NI	DNASE1	0.3502	0.5146	1	0.6517
Plasma_cell	CD_R	I	NI	TRAP1	0.9734	0.2843	0.9398	1.071
Plasma_cell	CD_R	I	NI	CREBBP	-0.05532	0.835	1	-0.2083
Plasma_cell	CD_R	I	NI	ADCY9	-0.4931	0.4581	0.9664	-0.742
Plasma_cell	CD_R	I	NI	PAM16	-0.2006	0.8173	1	-0.2311
Plasma_cell	CD_R	I	NI	CORO7	-0.2816	0.6414	0.9797	-0.4657
Plasma_cell	CD_R	I	NI	DNAJA3	0.1405	0.8341	1	0.2095
Plasma_cell	CD_R	I	NI	HMOX2	-1.119	0.1662	0.9188	-1.384
Plasma_cell	CD_R	I	NI	MGRN1	-0.1638	0.7602	0.9977	-0.3053
Plasma_cell	CD_R	I	NI	ANKS3	-0.2451	0.732	0.9945	-0.3424
Plasma_cell	CD_R	I	NI	GLYR1	-0.3581	0.4732	0.967	-0.7172
Plasma_cell	CD_R	I	NI	UBN1	0.3016	0.6058	0.9724	0.5161
Plasma_cell	CD_R	I	NI	PMM2	0.1361	0.6384	0.9785	0.47
Plasma_cell	CD_R	I	NI	USP7	-0.3386	0.2953	0.9398	-1.046
Plasma_cell	CD_R	I	NI	C16orf72	0.2483	0.6689	1	0.4277
Plasma_cell	CD_R	I	NI	ATF7IP2	-0.002927	0.9929	1	-0.00884
Plasma_cell	CD_R	I	NI	CIITA	2.495	0.02871	0.8472	2.187
Plasma_cell	CD_R	I	NI	CLEC16A	0.7229	0.08314	0.8895	1.733
Plasma_cell	CD_R	I	NI	LITAF	0.4439	0.4089	0.9661	0.8259
Plasma_cell	CD_R	I	NI	TXNDC11	-0.04905	0.8888	1	-0.1398
Plasma_cell	CD_R	I	NI	ZC3H7A	0.454	0.25	0.9367	1.15
Plasma_cell	CD_R	I	NI	RSL1D1	0.3698	0.6172	0.9726	0.4999
Plasma_cell	CD_R	I	NI	AC007216.4	0.003892	0.9948	1	0.00654
Plasma_cell	CD_R	I	NI	GSPT1	0.7001	0.1494	0.9157	1.442
Plasma_cell	CD_R	I	NI	TNFRSF17	-0.005711	0.9927	1	-0.009104
Plasma_cell	CD_R	I	NI	SNX29	0.03422	0.9123	1	0.1102
Plasma_cell	CD_R	I	NI	ERCC4	-0.9964	0.08917	0.9157	-1.7
Plasma_cell	CD_R	I	NI	MRTFB	0.2342	0.6009	0.972	0.5232
Plasma_cell	CD_R	I	NI	MIR193BHG	0.115	0.8487	1	0.1908
Plasma_cell	CD_R	I	NI	PARN	-0.0924	0.7829	1	-0.2756
Plasma_cell	CD_R	I	NI	BFAR	1.168	0.2034	0.9292	1.272
Plasma_cell	CD_R	I	NI	PDXDC1	0.07133	0.8393	1	0.2028
Plasma_cell	CD_R	I	NI	NTAN1	-0.8538	0.3037	0.9398	-1.029
Plasma_cell	CD_R	I	NI	RRN3	0.9642	0.317	0.968	1.001
Plasma_cell	CD_R	I	NI	MARF1	-0.2844	0.4965	0.9664	-0.68
Plasma_cell	CD_R	I	NI	NDE1	-0.7926	0.2022	0.9292	-1.275
Plasma_cell	CD_R	I	NI	FOPNL	-0.7205	0.3453	0.9568	-0.9438
Plasma_cell	CD_R	I	NI	ABCC1	0.2124	0.6196	0.9708	0.4965
Plasma_cell	CD_R	I	NI	NOMO3	-0.7914	0.3195	0.944	-0.9955
Plasma_cell	CD_R	I	NI	XYLT1	-0.2373	0.5022	0.968	-0.671
Plasma_cell	CD_R	I	NI	RPS15A	-0.3567	0.3867	0.9636	-0.8655
Plasma_cell	CD_R	I	NI	SMG1	0.2597	0.3977	0.9648	0.8456
Plasma_cell	CD_R	I	NI	VPS35L	0.772	0.0773	0.8735	1.767
Plasma_cell	CD_R	I	NI	KNOP1	-0.1966	0.8125	1	-0.2372
Plasma_cell	CD_R	I	NI	THUMPD1	-1.118	0.04903	0.8735	-1.968
Plasma_cell	CD_R	I	NI	METTL9	0.8437	0.2226	0.9353	1.22
Plasma_cell	CD_R	I	NI	NPIPB4	0.5177	0.5241	0.9693	0.637
Plasma_cell	CD_R	I	NI	UQCRC2	0.08877	0.8574	1	0.1796
Plasma_cell	CD_R	I	NI	MOSMO	-0.2272	0.6116	0.9724	-0.5078
Plasma_cell	CD_R	I	NI	EEF2K	0.5151	0.2467	0.9367	1.158
Plasma_cell	CD_R	I	NI	POLR3E	-0.4484	0.4047	0.9652	-0.8332
Plasma_cell	CD_R	I	NI	CDR2	-0.2972	0.4829	0.967	-0.7016
Plasma_cell	CD_R	I	NI	NPIPB5	0.5087	0.2292	0.9353	1.202
Plasma_cell	CD_R	I	NI	SCNN1B	2.498	0.06572	0.8735	1.84
Plasma_cell	CD_R	I	NI	COG7	-1.067	0.03165	0.81	-2.149
Plasma_cell	CD_R	I	NI	GGA2	-0.3734	0.2993	0.9398	-1.038
Plasma_cell	CD_R	I	NI	EARS2	-0.3795	0.5099	0.9685	-0.659
Plasma_cell	CD_R	I	NI	UBFD1	-0.6445	0.4077	0.9661	-0.8279
Plasma_cell	CD_R	I	NI	DCTN5	-0.6009	0.2512	0.9387	-1.147
Plasma_cell	CD_R	I	NI	PRKCB	0.7582	0.0627	0.829	1.861
Plasma_cell	CD_R	I	NI	RBBP6	-0.2221	0.4519	0.9661	-0.7522
Plasma_cell	CD_R	I	NI	TNRC6A	-0.179	0.4642	0.967	-0.7319
Plasma_cell	CD_R	I	NI	ARHGAP17	-0.9628	0.02957	0.8064	-2.176
Plasma_cell	CD_R	I	NI	LCMT1	-1.107	0.04379	0.8472	-2.016
Plasma_cell	CD_R	I	NI	NSMCE1	-0.5089	0.497	1	-0.6793
Plasma_cell	CD_R	I	NI	IL21R	1.496	0.08264	0.8895	1.736
Plasma_cell	CD_R	I	NI	GTF3C1	1.86	0.04725	0.8735	1.984
Plasma_cell	CD_R	I	NI	KIAA0556	-0.5754	0.2928	0.9398	-1.052
Plasma_cell	CD_R	I	NI	XPO6	0.9425	0.0944	0.904	1.673
Plasma_cell	CD_R	I	NI	SULT1A1	-0.6153	0.305	0.9398	-1.026
Plasma_cell	CD_R	I	NI	EIF3C	-0.7785	0.3314	0.9509	-0.9713
Plasma_cell	CD_R	I	NI	ATXN2L	-0.1278	0.7767	0.9999	-0.2836
Plasma_cell	CD_R	I	NI	SH2B1	-0.5006	0.4093	0.9661	-0.8251
Plasma_cell	CD_R	I	NI	RABEP2	0.5027	0.3758	0.9617	0.8856
Plasma_cell	CD_R	I	NI	NFATC2IP	-0.09451	0.8332	1	-0.2107
Plasma_cell	CD_R	I	NI	AC009093.2	-0.1096	0.8541	1	-0.1839
Plasma_cell	CD_R	I	NI	QPRT	0.177	0.8336	1	0.21
Plasma_cell	CD_R	I	NI	AC009133.1	-0.02283	0.9788	1	-0.02659
Plasma_cell	CD_R	I	NI	MVP	-0.1699	0.7796	1	-0.2798
Plasma_cell	CD_R	I	NI	CDIPT	-1.759	0.04522	0.8472	-2.003
