CellType	DiseaseTissue	Ident1	Ident2	Gene	Log2FC	pval	padj	stat
Cycling_TA	UC_R	I	NI	PPIB	-0.3063	0.5614	1	-0.5807
Cycling_TA	UC_R	I	NI	CSNK1G1	0.04484	0.795	0.7253	0.2598
Cycling_TA	UC_R	I	NI	PCLAF	0.07721	0.7682	1	0.2947
Cycling_TA	UC_R	I	NI	TRIP4	0.3998	0.1425	0.7718	1.466
Cycling_TA	UC_R	I	NI	ZNF609	0.07094	0.6453	0.7129	0.4603
Cycling_TA	UC_R	I	NI	PIF1	-0.06083	0.8991	1	-0.1267
Cycling_TA	UC_R	I	NI	SPG21	0.5985	0.06421	0.6041	1.851
Cycling_TA	UC_R	I	NI	MTFMT	0.2455	0.3517	0.9799	0.9312
Cycling_TA	UC_R	I	NI	UBAP1L	-0.454	0.2959	1	-1.045
Cycling_TA	UC_R	I	NI	PDCD7	-0.1684	0.6786	1	-0.4144
Cycling_TA	UC_R	I	NI	CLPX	0.3092	0.2531	0.8885	1.143
Cycling_TA	UC_R	I	NI	PARP16	-0.08593	0.8499	1	-0.1892
Cycling_TA	UC_R	I	NI	DPP8	0.2725	0.1382	0.5864	1.483
Cycling_TA	UC_R	I	NI	HACD3	-0.2008	0.3811	0.8897	-0.8758
Cycling_TA	UC_R	I	NI	INTS14	0.01654	0.9592	1	0.05115
Cycling_TA	UC_R	I	NI	SLC24A1	0.4026	0.3939	1	0.8526
Cycling_TA	UC_R	I	NI	DENND4A	0.1272	0.4256	0.6323	0.7967
Cycling_TA	UC_R	I	NI	RAB11A	-0.1446	0.6138	1	-0.5046
Cycling_TA	UC_R	I	NI	DIS3L	0.07808	0.7794	1	0.2801
Cycling_TA	UC_R	I	NI	AC055855.1	-0.8327	0.1231	1	-1.542
Cycling_TA	UC_R	I	NI	TIPIN	0.6712	0.1156	0.7482	1.574
Cycling_TA	UC_R	I	NI	MAP2K1	0.09842	0.6426	1	0.4641
Cycling_TA	UC_R	I	NI	SNAPC5	-0.746	0.1107	1	-1.595
Cycling_TA	UC_R	I	NI	RPL4	-0.151	0.7319	1	-0.3425
Cycling_TA	UC_R	I	NI	ZWILCH	0.5075	0.05166	0.5429	1.946
Cycling_TA	UC_R	I	NI	SMAD6	0.1239	0.6547	0.9998	0.4472
Cycling_TA	UC_R	I	NI	SMAD3	0.1681	0.4525	0.74	0.7513
Cycling_TA	UC_R	I	NI	AAGAB	0.178	0.4803	1	0.7059
Cycling_TA	UC_R	I	NI	IQCH	-0.2594	0.4297	1	-0.7898
Cycling_TA	UC_R	I	NI	IQCH-AS1	0.07615	0.806	1	0.2456
Cycling_TA	UC_R	I	NI	MAP2K5	-0.3218	0.05755	0.3428	-1.899
Cycling_TA	UC_R	I	NI	PIAS1	-0.4096	0.0374	0.293	-2.081
Cycling_TA	UC_R	I	NI	CALML4	0.4492	0.1646	0.8134	1.39
Cycling_TA	UC_R	I	NI	CLN6	0.1895	0.5371	1	0.6172
Cycling_TA	UC_R	I	NI	FEM1B	0.1502	0.6847	1	0.4061
Cycling_TA	UC_R	I	NI	ANP32A	-0.03285	0.8974	1	-0.1289
Cycling_TA	UC_R	I	NI	SPESP1	-0.3761	0.4198	1	-0.8068
Cycling_TA	UC_R	I	NI	GLCE	0.06459	0.7526	0.7755	0.3152
Cycling_TA	UC_R	I	NI	PAQR5	-0.004227	0.9908	1	-0.01148
Cycling_TA	UC_R	I	NI	KIF23	0.3464	0.2496	0.5977	1.151
Cycling_TA	UC_R	I	NI	RPLP1	-1.546	0.0283	0.2575	-2.193
Cycling_TA	UC_R	I	NI	DRAIC	-0.9169	0.0619	0.4281	-1.867
Cycling_TA	UC_R	I	NI	TLE3	-0.5187	0.186	0.9356	-1.322
Cycling_TA	UC_R	I	NI	UACA	0.02402	0.884	0.9721	0.1459
Cycling_TA	UC_R	I	NI	LRRC49	0.5877	0.1889	0.9452	1.314
Cycling_TA	UC_R	I	NI	THSD4	-0.3786	0.1484	0.4062	-1.445
Cycling_TA	UC_R	I	NI	THSD4-AS1	-0.6976	0.2561	0.9585	-1.136
Cycling_TA	UC_R	I	NI	MYO9A	-0.3331	0.04652	0.2467	-1.991
Cycling_TA	UC_R	I	NI	PKM	0.211	0.3755	0.6934	0.8863
Cycling_TA	UC_R	I	NI	PARP6	0.2131	0.5542	1	0.5914
Cycling_TA	UC_R	I	NI	HEXA	0.1068	0.7456	1	0.3245
Cycling_TA	UC_R	I	NI	ARIH1	-0.2975	0.06078	0.3065	-1.875
Cycling_TA	UC_R	I	NI	BBS4	0.2562	0.5171	1	0.6478
Cycling_TA	UC_R	I	NI	ADPGK	0.2438	0.3949	1	0.8507
Cycling_TA	UC_R	I	NI	NEO1	-0.457	0.009262	0.1587	-2.602
Cycling_TA	UC_R	I	NI	NPTN	-0.498	0.03685	0.2921	-2.087
Cycling_TA	UC_R	I	NI	CD276	-1.014	0.053	1	-1.935
Cycling_TA	UC_R	I	NI	PML	0.628	0.1681	0.8907	1.378
Cycling_TA	UC_R	I	NI	UBL7-AS1	0.04387	0.8803	1	0.1506
Cycling_TA	UC_R	I	NI	ARID3B	0.4159	0.2755	1	1.09
Cycling_TA	UC_R	I	NI	CLK3	-0.3583	0.3922	1	-0.8556
Cycling_TA	UC_R	I	NI	EDC3	0.2808	0.3866	1	0.8658
Cycling_TA	UC_R	I	NI	CSK	1.056	0.02986	0.5497	2.172
Cycling_TA	UC_R	I	NI	ULK3	-0.2761	0.5901	1	-0.5387
Cycling_TA	UC_R	I	NI	SCAMP2	0.2902	0.3479	0.974	0.9388
Cycling_TA	UC_R	I	NI	FAM219B	0.1356	0.8084	1	0.2425
Cycling_TA	UC_R	I	NI	COX5A	0.1521	0.6334	1	0.477
Cycling_TA	UC_R	I	NI	SCAMP5	-1.261	0.01979	0.3955	-2.33
Cycling_TA	UC_R	I	NI	PPCDC	-0.2032	0.4438	1	-0.7658
Cycling_TA	UC_R	I	NI	COMMD4	-0.2479	0.6671	1	-0.4301
Cycling_TA	UC_R	I	NI	NEIL1	0.1532	0.8055	1	0.2462
Cycling_TA	UC_R	I	NI	MAN2C1	0.7226	0.06426	0.6041	1.85
Cycling_TA	UC_R	I	NI	SIN3A	-0.1255	0.549	0.7948	-0.5993
Cycling_TA	UC_R	I	NI	PTPN9	0.1911	0.3449	0.8494	0.9445
Cycling_TA	UC_R	I	NI	SNUPN	0.7278	0.1481	0.7659	1.446
Cycling_TA	UC_R	I	NI	UBE2Q2	-0.5093	0.09275	0.5884	-1.681
Cycling_TA	UC_R	I	NI	FBXO22	0.5859	0.0119	0.1815	2.515
Cycling_TA	UC_R	I	NI	ETFA	-0.2466	0.2071	0.4367	-1.261
Cycling_TA	UC_R	I	NI	SCAPER	-0.3028	0.0785	0.3097	-1.759
Cycling_TA	UC_R	I	NI	RCN2	0.06061	0.8526	1	0.1858
Cycling_TA	UC_R	I	NI	TSPAN3	-0.1661	0.4754	0.9371	-0.7138
Cycling_TA	UC_R	I	NI	PEAK1	0.1541	0.3336	0.6624	0.967
Cycling_TA	UC_R	I	NI	HMG20A	-0.2066	0.4243	0.7226	-0.7991
Cycling_TA	UC_R	I	NI	TBC1D2B	0.3924	0.1041	0.5321	1.625
Cycling_TA	UC_R	I	NI	IDH3A	0.4755	0.08956	0.6537	1.698
Cycling_TA	UC_R	I	NI	DNAJA4	0.2343	0.5542	1	0.5914
Cycling_TA	UC_R	I	NI	WDR61	0.2939	0.3887	1	0.8619
Cycling_TA	UC_R	I	NI	IREB2	-0.1262	0.5215	1	-0.641
Cycling_TA	UC_R	I	NI	HYKK	0.7878	0.1459	1	1.454
Cycling_TA	UC_R	I	NI	PSMA4	0.1285	0.752	1	0.316
Cycling_TA	UC_R	I	NI	CHRNA5	-0.199	0.6913	1	-0.3971
Cycling_TA	UC_R	I	NI	MORF4L1	-0.1257	0.5934	1	-0.5339
Cycling_TA	UC_R	I	NI	TMED3	0.2159	0.5394	1	0.6138
Cycling_TA	UC_R	I	NI	MTHFS	-0.09114	0.7044	1	-0.3794
Cycling_TA	UC_R	I	NI	AC015871.1	-0.0589	0.8824	1	-0.1479
Cycling_TA	UC_R	I	NI	ZFAND6	-0.1766	0.3268	0.578	-0.9806
