Nreads	Context	Sample	CellType	Status	CellTypeDiseaseTissueStatus	DiseaseTissue
137926	CD4_T_cell_CD_R_NI_BR639_R	BR639_R	CD4_T_cell	NI	CD4_T_cell_CD_R_NI	CD_R
97662	CD4_T_cell_CD_R_NI_ADL0027_R	ADL0027_R	CD4_T_cell	NI	CD4_T_cell_CD_R_NI	CD_R
556911	CD4_T_cell_CD_R_NI_ADL0005_R	ADL0005_R	CD4_T_cell	NI	CD4_T_cell_CD_R_NI	CD_R
649663	CD4_T_cell_CD_R_I_ADL0016_R	ADL0016_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
173265	CD4_T_cell_CD_R_I_ADL0003_R	ADL0003_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
1017800	CD4_T_cell_CD_R_I_ADL0008_R	ADL0008_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
194514	CD4_T_cell_CD_R_I_ADL0038_R	ADL0038_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
1678335	CD4_T_cell_CD_R_I_ADL0048_R	ADL0048_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
511846	CD4_T_cell_CD_R_I_ADL0050_R	ADL0050_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
186137	CD4_T_cell_CD_R_I_ADL0051_R	ADL0051_R	CD4_T_cell	I	CD4_T_cell_CD_R_I	CD_R
176244	CD4_T_cell_CD_TI_NI_ADL0001_TI	ADL0001_TI	CD4_T_cell	NI	CD4_T_cell_CD_TI_NI	CD_TI
109407	CD4_T_cell_CD_TI_NI_ADL0005_TI	ADL0005_TI	CD4_T_cell	NI	CD4_T_cell_CD_TI_NI	CD_TI
1766675	CD4_T_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	CD4_T_cell	NI	CD4_T_cell_CD_TI_NI	CD_TI
204915	CD4_T_cell_CD_TI_NI_ADL0014_TI	ADL0014_TI	CD4_T_cell	NI	CD4_T_cell_CD_TI_NI	CD_TI
696338	CD4_T_cell_CD_TI_NI_ADL0025_TI	ADL0025_TI	CD4_T_cell	NI	CD4_T_cell_CD_TI_NI	CD_TI
632622	CD4_T_cell_CD_TI_NI_ADL0036_TI	ADL0036_TI	CD4_T_cell	NI	CD4_T_cell_CD_TI_NI	CD_TI
325002	CD4_T_cell_CD_TI_I_ADL0003_TI	ADL0003_TI	CD4_T_cell	I	CD4_T_cell_CD_TI_I	CD_TI
184173	CD4_T_cell_CD_TI_I_BR639_TI	BR639_TI	CD4_T_cell	I	CD4_T_cell_CD_TI_I	CD_TI
1466847	CD4_T_cell_CD_TI_I_ADL0011_TI	ADL0011_TI	CD4_T_cell	I	CD4_T_cell_CD_TI_I	CD_TI
1688007	CD4_T_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	CD4_T_cell	I	CD4_T_cell_CD_TI_I	CD_TI
84117	CD4_T_cell_CD_TI_I_ADL0061_TI	ADL0061_TI	CD4_T_cell	I	CD4_T_cell_CD_TI_I	CD_TI
483738	CD4_T_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	CD4_T_cell	I	CD4_T_cell_CD_TI_I	CD_TI
1062524	CD4_T_cell_UC_R_NI_ADL0018_R	ADL0018_R	CD4_T_cell	NI	CD4_T_cell_UC_R_NI	UC_R
474877	CD4_T_cell_UC_R_NI_ADL0009_R	ADL0009_R	CD4_T_cell	NI	CD4_T_cell_UC_R_NI	UC_R
209273	CD4_T_cell_UC_R_NI_ADL0012_R	ADL0012_R	CD4_T_cell	NI	CD4_T_cell_UC_R_NI	UC_R
285558	CD4_T_cell_UC_R_I_ADL0004_R	ADL0004_R	CD4_T_cell	I	CD4_T_cell_UC_R_I	UC_R
157358	CD4_T_cell_UC_R_I_ADL0041_R	ADL0041_R	CD4_T_cell	I	CD4_T_cell_UC_R_I	UC_R
330009	CD4_T_cell_UC_R_I_ADL0053_R	ADL0053_R	CD4_T_cell	I	CD4_T_cell_UC_R_I	UC_R
168152	CD4_T_cell_UC_R_I_ADL0044_R	ADL0044_R	CD4_T_cell	I	CD4_T_cell_UC_R_I	UC_R
331299	CD4_T_cell_UC_R_I_ADL0054_R	ADL0054_R	CD4_T_cell	I	CD4_T_cell_UC_R_I	UC_R
88005	CD4_T_Eff_CD_R_NI_BR639_R	BR639_R	CD4_T_Eff	NI	CD4_T_Eff_CD_R_NI	CD_R
60767	CD4_T_Eff_CD_R_NI_ADL0027_R	ADL0027_R	CD4_T_Eff	NI	CD4_T_Eff_CD_R_NI	CD_R
284491	CD4_T_Eff_CD_R_NI_ADL0005_R	ADL0005_R	CD4_T_Eff	NI	CD4_T_Eff_CD_R_NI	CD_R
592009	CD4_T_Eff_CD_R_I_ADL0016_R	ADL0016_R	CD4_T_Eff	I	CD4_T_Eff_CD_R_I	CD_R
60586	CD4_T_Eff_CD_R_I_ADL0003_R	ADL0003_R	CD4_T_Eff	I	CD4_T_Eff_CD_R_I	CD_R
147925	CD4_T_Eff_CD_R_I_ADL0008_R	ADL0008_R	CD4_T_Eff	I	CD4_T_Eff_CD_R_I	CD_R
269786	CD4_T_Eff_CD_R_I_ADL0038_R	ADL0038_R	CD4_T_Eff	I	CD4_T_Eff_CD_R_I	CD_R
468098	CD4_T_Eff_CD_R_I_ADL0048_R	ADL0048_R	CD4_T_Eff	I	CD4_T_Eff_CD_R_I	CD_R
381098	CD4_T_Eff_CD_R_I_ADL0050_R	ADL0050_R	CD4_T_Eff	I	CD4_T_Eff_CD_R_I	CD_R
343901	CD4_T_Eff_CD_TI_NI_ADL0005_TI	ADL0005_TI	CD4_T_Eff	NI	CD4_T_Eff_CD_TI_NI	CD_TI
125414	CD4_T_Eff_CD_TI_NI_ADL0006_TI	ADL0006_TI	CD4_T_Eff	NI	CD4_T_Eff_CD_TI_NI	CD_TI
524861	CD4_T_Eff_CD_TI_NI_ADL0019_TI	ADL0019_TI	CD4_T_Eff	NI	CD4_T_Eff_CD_TI_NI	CD_TI
214782	CD4_T_Eff_CD_TI_NI_ADL0014_TI	ADL0014_TI	CD4_T_Eff	NI	CD4_T_Eff_CD_TI_NI	CD_TI
274015	CD4_T_Eff_CD_TI_NI_ADL0025_TI	ADL0025_TI	CD4_T_Eff	NI	CD4_T_Eff_CD_TI_NI	CD_TI
306322	CD4_T_Eff_CD_TI_NI_ADL0036_TI	ADL0036_TI	CD4_T_Eff	NI	CD4_T_Eff_CD_TI_NI	CD_TI
148682	CD4_T_Eff_CD_TI_I_ADL0003_TI	ADL0003_TI	CD4_T_Eff	I	CD4_T_Eff_CD_TI_I	CD_TI
189036	CD4_T_Eff_CD_TI_I_BR639_TI	BR639_TI	CD4_T_Eff	I	CD4_T_Eff_CD_TI_I	CD_TI
175280	CD4_T_Eff_CD_TI_I_ADL0011_TI	ADL0011_TI	CD4_T_Eff	I	CD4_T_Eff_CD_TI_I	CD_TI
185575	CD4_T_Eff_CD_TI_I_ADL0026_TI	ADL0026_TI	CD4_T_Eff	I	CD4_T_Eff_CD_TI_I	CD_TI
493960	CD4_T_Eff_CD_TI_I_ADL0060_TI	ADL0060_TI	CD4_T_Eff	I	CD4_T_Eff_CD_TI_I	CD_TI
580148	CD4_T_Eff_CD_TI_I_ADL0062_TI	ADL0062_TI	CD4_T_Eff	I	CD4_T_Eff_CD_TI_I	CD_TI
132789	CD4_T_Eff_UC_R_NI_ADL0018_R	ADL0018_R	CD4_T_Eff	NI	CD4_T_Eff_UC_R_NI	UC_R
157168	CD4_T_Eff_UC_R_NI_ADL0009_R	ADL0009_R	CD4_T_Eff	NI	CD4_T_Eff_UC_R_NI	UC_R
65434	CD4_T_Eff_UC_R_NI_ADL0012_R	ADL0012_R	CD4_T_Eff	NI	CD4_T_Eff_UC_R_NI	UC_R
163891	CD4_T_Eff_UC_R_I_ADL0004_R	ADL0004_R	CD4_T_Eff	I	CD4_T_Eff_UC_R_I	UC_R
59519	CD4_T_Eff_UC_R_I_ADL0041_R	ADL0041_R	CD4_T_Eff	I	CD4_T_Eff_UC_R_I	UC_R
91325	CD4_T_Eff_UC_R_I_ADL0053_R	ADL0053_R	CD4_T_Eff	I	CD4_T_Eff_UC_R_I	UC_R
62328	CD4_T_Eff_UC_R_I_ADL0044_R	ADL0044_R	CD4_T_Eff	I	CD4_T_Eff_UC_R_I	UC_R
412879	CD4_T_Eff_UC_R_I_ADL0054_R	ADL0054_R	CD4_T_Eff	I	CD4_T_Eff_UC_R_I	UC_R
54016	CD8_T_cell_CD_R_NI_BR639_R	BR639_R	CD8_T_cell	NI	CD8_T_cell_CD_R_NI	CD_R
88964	CD8_T_cell_CD_R_NI_ADL0026_R	ADL0026_R	CD8_T_cell	NI	CD8_T_cell_CD_R_NI	CD_R
88517	CD8_T_cell_CD_R_NI_ADL0005_R	ADL0005_R	CD8_T_cell	NI	CD8_T_cell_CD_R_NI	CD_R
117683	CD8_T_cell_CD_R_I_ADL0016_R	ADL0016_R	CD8_T_cell	I	CD8_T_cell_CD_R_I	CD_R
63225	CD8_T_cell_CD_R_I_ADL0008_R	ADL0008_R	CD8_T_cell	I	CD8_T_cell_CD_R_I	CD_R
128730	CD8_T_cell_CD_R_I_ADL0038_R	ADL0038_R	CD8_T_cell	I	CD8_T_cell_CD_R_I	CD_R
222714	CD8_T_cell_CD_R_I_ADL0048_R	ADL0048_R	CD8_T_cell	I	CD8_T_cell_CD_R_I	CD_R
53776	CD8_T_cell_CD_TI_NI_ADL0001_TI	ADL0001_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
522448	CD8_T_cell_CD_TI_NI_ADL0005_TI	ADL0005_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
238444	CD8_T_cell_CD_TI_NI_ADL0006_TI	ADL0006_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
696752	CD8_T_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
110876	CD8_T_cell_CD_TI_NI_ADL0014_TI	ADL0014_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
206542	CD8_T_cell_CD_TI_NI_ADL0025_TI	ADL0025_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
248419	CD8_T_cell_CD_TI_NI_ADL0036_TI	ADL0036_TI	CD8_T_cell	NI	CD8_T_cell_CD_TI_NI	CD_TI
418470	CD8_T_cell_CD_TI_I_ADL0003_TI	ADL0003_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
300462	CD8_T_cell_CD_TI_I_BR639_TI	BR639_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
196900	CD8_T_cell_CD_TI_I_ADL0011_TI	ADL0011_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
544031	CD8_T_cell_CD_TI_I_ADL0026_TI	ADL0026_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
670203	CD8_T_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
71644	CD8_T_cell_CD_TI_I_ADL0061_TI	ADL0061_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
186240	CD8_T_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	CD8_T_cell	I	CD8_T_cell_CD_TI_I	CD_TI
226314	CD8_T_cell_UC_R_NI_ADL0018_R	ADL0018_R	CD8_T_cell	NI	CD8_T_cell_UC_R_NI	UC_R
124917	CD8_T_cell_UC_R_NI_ADL0009_R	ADL0009_R	CD8_T_cell	NI	CD8_T_cell_UC_R_NI	UC_R
173001	CD8_T_cell_UC_R_I_ADL0004_R	ADL0004_R	CD8_T_cell	I	CD8_T_cell_UC_R_I	UC_R
57694	CD8_T_cell_UC_R_I_ADL0041_R	ADL0041_R	CD8_T_cell	I	CD8_T_cell_UC_R_I	UC_R
121728	CD8_T_cell_UC_R_I_ADL0044_R	ADL0044_R	CD8_T_cell	I	CD8_T_cell_UC_R_I	UC_R
135328	CD8_T_cell_UC_R_I_ADL0054_R	ADL0054_R	CD8_T_cell	I	CD8_T_cell_UC_R_I	UC_R
264641	Naive_T_cell_CD_R_NI_ADL0005_R	ADL0005_R	Naive_T_cell	NI	Naive_T_cell_CD_R_NI	CD_R
79203	Naive_T_cell_CD_R_I_ADL0016_R	ADL0016_R	Naive_T_cell	I	Naive_T_cell_CD_R_I	CD_R
135483	Naive_T_cell_CD_R_I_ADL0003_R	ADL0003_R	Naive_T_cell	I	Naive_T_cell_CD_R_I	CD_R
105755	Naive_T_cell_CD_R_I_ADL0008_R	ADL0008_R	Naive_T_cell	I	Naive_T_cell_CD_R_I	CD_R
373126	Naive_T_cell_CD_R_I_ADL0048_R	ADL0048_R	Naive_T_cell	I	Naive_T_cell_CD_R_I	CD_R
52076	Naive_T_cell_CD_R_I_ADL0050_R	ADL0050_R	Naive_T_cell	I	Naive_T_cell_CD_R_I	CD_R
77065	Naive_T_cell_CD_TI_NI_ADL0005_TI	ADL0005_TI	Naive_T_cell	NI	Naive_T_cell_CD_TI_NI	CD_TI
442546	Naive_T_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	Naive_T_cell	NI	Naive_T_cell_CD_TI_NI	CD_TI
101973	Naive_T_cell_CD_TI_NI_ADL0014_TI	ADL0014_TI	Naive_T_cell	NI	Naive_T_cell_CD_TI_NI	CD_TI
239678	Naive_T_cell_CD_TI_NI_ADL0025_TI	ADL0025_TI	Naive_T_cell	NI	Naive_T_cell_CD_TI_NI	CD_TI
912630	Naive_T_cell_CD_TI_NI_ADL0036_TI	ADL0036_TI	Naive_T_cell	NI	Naive_T_cell_CD_TI_NI	CD_TI
217727	Naive_T_cell_CD_TI_I_ADL0003_TI	ADL0003_TI	Naive_T_cell	I	Naive_T_cell_CD_TI_I	CD_TI
762969	Naive_T_cell_CD_TI_I_ADL0011_TI	ADL0011_TI	Naive_T_cell	I	Naive_T_cell_CD_TI_I	CD_TI
960382	Naive_T_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	Naive_T_cell	I	Naive_T_cell_CD_TI_I	CD_TI
96534	Naive_T_cell_CD_TI_I_ADL0061_TI	ADL0061_TI	Naive_T_cell	I	Naive_T_cell_CD_TI_I	CD_TI
594807	Naive_T_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	Naive_T_cell	I	Naive_T_cell_CD_TI_I	CD_TI
2234175	Naive_T_cell_UC_R_NI_ADL0018_R	ADL0018_R	Naive_T_cell	NI	Naive_T_cell_UC_R_NI	UC_R
186050	Naive_T_cell_UC_R_NI_ADL0009_R	ADL0009_R	Naive_T_cell	NI	Naive_T_cell_UC_R_NI	UC_R
102201	Naive_T_cell_UC_R_NI_ADL0012_R	ADL0012_R	Naive_T_cell	NI	Naive_T_cell_UC_R_NI	UC_R
178534	Naive_T_cell_UC_R_I_ADL0004_R	ADL0004_R	Naive_T_cell	I	Naive_T_cell_UC_R_I	UC_R
99572	gdT_cell_CD_R_NI_ADL0007_R	ADL0007_R	gdT_cell	NI	gdT_cell_CD_R_NI	CD_R
52853	gdT_cell_CD_R_NI_ADL0019_R	ADL0019_R	gdT_cell	NI	gdT_cell_CD_R_NI	CD_R
92581	gdT_cell_CD_R_NI_ADL0026_R	ADL0026_R	gdT_cell	NI	gdT_cell_CD_R_NI	CD_R
71085	gdT_cell_CD_R_NI_ADL0027_R	ADL0027_R	gdT_cell	NI	gdT_cell_CD_R_NI	CD_R
266811	gdT_cell_CD_R_NI_ADL0005_R	ADL0005_R	gdT_cell	NI	gdT_cell_CD_R_NI	CD_R
109141	gdT_cell_CD_R_I_ADL0016_R	ADL0016_R	gdT_cell	I	gdT_cell_CD_R_I	CD_R
52081	gdT_cell_CD_R_I_ADL0003_R	ADL0003_R	gdT_cell	I	gdT_cell_CD_R_I	CD_R
271507	gdT_cell_CD_R_I_ADL0038_R	ADL0038_R	gdT_cell	I	gdT_cell_CD_R_I	CD_R
236534	gdT_cell_CD_R_I_ADL0048_R	ADL0048_R	gdT_cell	I	gdT_cell_CD_R_I	CD_R
2576034	gdT_cell_CD_TI_NI_ADL0005_TI	ADL0005_TI	gdT_cell	NI	gdT_cell_CD_TI_NI	CD_TI
605407	gdT_cell_CD_TI_NI_ADL0006_TI	ADL0006_TI	gdT_cell	NI	gdT_cell_CD_TI_NI	CD_TI
287705	gdT_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	gdT_cell	NI	gdT_cell_CD_TI_NI	CD_TI
353551	gdT_cell_CD_TI_NI_ADL0014_TI	ADL0014_TI	gdT_cell	NI	gdT_cell_CD_TI_NI	CD_TI
144911	gdT_cell_CD_TI_NI_ADL0025_TI	ADL0025_TI	gdT_cell	NI	gdT_cell_CD_TI_NI	CD_TI
134991	gdT_cell_CD_TI_NI_ADL0036_TI	ADL0036_TI	gdT_cell	NI	gdT_cell_CD_TI_NI	CD_TI
154929	gdT_cell_CD_TI_I_ADL0003_TI	ADL0003_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
97595	gdT_cell_CD_TI_I_BR639_TI	BR639_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
50101	gdT_cell_CD_TI_I_ADL0011_TI	ADL0011_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
347603	gdT_cell_CD_TI_I_ADL0026_TI	ADL0026_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
192503	gdT_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
123292	gdT_cell_CD_TI_I_ADL0061_TI	ADL0061_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
514061	gdT_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	gdT_cell	I	gdT_cell_CD_TI_I	CD_TI
412249	gdT_cell_UC_R_NI_ADL0018_R	ADL0018_R	gdT_cell	NI	gdT_cell_UC_R_NI	UC_R
86581	gdT_cell_UC_R_NI_ADL0012_R	ADL0012_R	gdT_cell	NI	gdT_cell_UC_R_NI	UC_R
134594	gdT_cell_UC_R_NI_ADL0022_R	ADL0022_R	gdT_cell	NI	gdT_cell_UC_R_NI	UC_R
355781	gdT_cell_UC_R_I_ADL0004_R	ADL0004_R	gdT_cell	I	gdT_cell_UC_R_I	UC_R
78577	gdT_cell_UC_R_I_ADL0054_R	ADL0054_R	gdT_cell	I	gdT_cell_UC_R_I	UC_R
88886	NK_cell_CD_R_I_ADL0016_R	ADL0016_R	NK_cell	I	NK_cell_CD_R_I	CD_R
50468	NK_cell_CD_R_I_ADL0038_R	ADL0038_R	NK_cell	I	NK_cell_CD_R_I	CD_R
94791	NK_cell_CD_TI_NI_ADL0005_TI	ADL0005_TI	NK_cell	NI	NK_cell_CD_TI_NI	CD_TI
142641	NK_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	NK_cell	NI	NK_cell_CD_TI_NI	CD_TI
87114	NK_cell_CD_TI_NI_ADL0014_TI	ADL0014_TI	NK_cell	NI	NK_cell_CD_TI_NI	CD_TI
64088	NK_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	NK_cell	I	NK_cell_CD_TI_I	CD_TI
62727	NK_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	NK_cell	I	NK_cell_CD_TI_I	CD_TI
73095	ILC_CD_R_NI_ADL0005_R	ADL0005_R	ILC	NI	ILC_CD_R_NI	CD_R
315757	B_cell_CD_R_NI_BR639_R	BR639_R	B_cell	NI	B_cell_CD_R_NI	CD_R
106279	B_cell_CD_R_NI_ADL0014_R	ADL0014_R	B_cell	NI	B_cell_CD_R_NI	CD_R
58861	B_cell_CD_R_NI_ADL0027_R	ADL0027_R	B_cell	NI	B_cell_CD_R_NI	CD_R
1783321	B_cell_CD_R_NI_ADL0005_R	ADL0005_R	B_cell	NI	B_cell_CD_R_NI	CD_R
1440752	B_cell_CD_R_I_ADL0016_R	ADL0016_R	B_cell	I	B_cell_CD_R_I	CD_R
523858	B_cell_CD_R_I_ADL0003_R	ADL0003_R	B_cell	I	B_cell_CD_R_I	CD_R
1205966	B_cell_CD_R_I_ADL0008_R	ADL0008_R	B_cell	I	B_cell_CD_R_I	CD_R
307698	B_cell_CD_R_I_ADL0038_R	ADL0038_R	B_cell	I	B_cell_CD_R_I	CD_R
6838698	B_cell_CD_R_I_ADL0048_R	ADL0048_R	B_cell	I	B_cell_CD_R_I	CD_R
875305	B_cell_CD_R_I_ADL0050_R	ADL0050_R	B_cell	I	B_cell_CD_R_I	CD_R
746930	B_cell_CD_R_I_ADL0051_R	ADL0051_R	B_cell	I	B_cell_CD_R_I	CD_R
249229	B_cell_CD_TI_NI_ADL0001_TI	ADL0001_TI	B_cell	NI	B_cell_CD_TI_NI	CD_TI
132822	B_cell_CD_TI_NI_ADL0005_TI	ADL0005_TI	B_cell	NI	B_cell_CD_TI_NI	CD_TI
5458649	B_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	B_cell	NI	B_cell_CD_TI_NI	CD_TI
268623	B_cell_CD_TI_NI_ADL0014_TI	ADL0014_TI	B_cell	NI	B_cell_CD_TI_NI	CD_TI
980543	B_cell_CD_TI_NI_ADL0025_TI	ADL0025_TI	B_cell	NI	B_cell_CD_TI_NI	CD_TI
2092556	B_cell_CD_TI_NI_ADL0036_TI	ADL0036_TI	B_cell	NI	B_cell_CD_TI_NI	CD_TI
1116716	B_cell_CD_TI_I_ADL0003_TI	ADL0003_TI	B_cell	I	B_cell_CD_TI_I	CD_TI
553329	B_cell_CD_TI_I_BR639_TI	BR639_TI	B_cell	I	B_cell_CD_TI_I	CD_TI
1124662	B_cell_CD_TI_I_ADL0011_TI	ADL0011_TI	B_cell	I	B_cell_CD_TI_I	CD_TI
3025948	B_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	B_cell	I	B_cell_CD_TI_I	CD_TI
248913	B_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	B_cell	I	B_cell_CD_TI_I	CD_TI
56937	B_cell_UC_R_NI_ADL0002_R	ADL0002_R	B_cell	NI	B_cell_UC_R_NI	UC_R
5185068	B_cell_UC_R_NI_ADL0018_R	ADL0018_R	B_cell	NI	B_cell_UC_R_NI	UC_R
503084	B_cell_UC_R_NI_ADL0009_R	ADL0009_R	B_cell	NI	B_cell_UC_R_NI	UC_R
234936	B_cell_UC_R_NI_ADL0012_R	ADL0012_R	B_cell	NI	B_cell_UC_R_NI	UC_R
724530	B_cell_UC_R_I_ADL0004_R	ADL0004_R	B_cell	I	B_cell_UC_R_I	UC_R
311846	B_cell_UC_R_I_ADL0041_R	ADL0041_R	B_cell	I	B_cell_UC_R_I	UC_R
672642	B_cell_UC_R_I_ADL0053_R	ADL0053_R	B_cell	I	B_cell_UC_R_I	UC_R
797117	B_cell_UC_R_I_ADL0044_R	ADL0044_R	B_cell	I	B_cell_UC_R_I	UC_R
401867	B_cell_UC_R_I_ADL0054_R	ADL0054_R	B_cell	I	B_cell_UC_R_I	UC_R
82279	Plasma_cell_CD_R_NI_ADL0019_R	ADL0019_R	Plasma_cell	NI	Plasma_cell_CD_R_NI	CD_R
70974	Plasma_cell_CD_R_NI_ADL0026_R	ADL0026_R	Plasma_cell	NI	Plasma_cell_CD_R_NI	CD_R
63803	Plasma_cell_CD_R_NI_ADL0027_R	ADL0027_R	Plasma_cell	NI	Plasma_cell_CD_R_NI	CD_R
70515	Plasma_cell_CD_R_NI_ADL0005_R	ADL0005_R	Plasma_cell	NI	Plasma_cell_CD_R_NI	CD_R
693766	Plasma_cell_CD_R_I_ADL0016_R	ADL0016_R	Plasma_cell	I	Plasma_cell_CD_R_I	CD_R
95203	Plasma_cell_CD_R_I_ADL0003_R	ADL0003_R	Plasma_cell	I	Plasma_cell_CD_R_I	CD_R
357565	Plasma_cell_CD_R_I_ADL0008_R	ADL0008_R	Plasma_cell	I	Plasma_cell_CD_R_I	CD_R
487434	Plasma_cell_CD_R_I_ADL0048_R	ADL0048_R	Plasma_cell	I	Plasma_cell_CD_R_I	CD_R
262513	Plasma_cell_CD_R_I_ADL0050_R	ADL0050_R	Plasma_cell	I	Plasma_cell_CD_R_I	CD_R
89087	Plasma_cell_CD_TI_NI_ADL0001_TI	ADL0001_TI	Plasma_cell	NI	Plasma_cell_CD_TI_NI	CD_TI
315359	Plasma_cell_CD_TI_NI_ADL0019_TI	ADL0019_TI	Plasma_cell	NI	Plasma_cell_CD_TI_NI	CD_TI
79411	Plasma_cell_CD_TI_NI_ADL0025_TI	ADL0025_TI	Plasma_cell	NI	Plasma_cell_CD_TI_NI	CD_TI
76570	Plasma_cell_CD_TI_NI_ADL0036_TI	ADL0036_TI	Plasma_cell	NI	Plasma_cell_CD_TI_NI	CD_TI
53920	Plasma_cell_CD_TI_I_ADL0003_TI	ADL0003_TI	Plasma_cell	I	Plasma_cell_CD_TI_I	CD_TI
198210	Plasma_cell_CD_TI_I_ADL0011_TI	ADL0011_TI	Plasma_cell	I	Plasma_cell_CD_TI_I	CD_TI
268380	Plasma_cell_CD_TI_I_ADL0060_TI	ADL0060_TI	Plasma_cell	I	Plasma_cell_CD_TI_I	CD_TI
74614	Plasma_cell_CD_TI_I_ADL0062_TI	ADL0062_TI	Plasma_cell	I	Plasma_cell_CD_TI_I	CD_TI
91386	Plasma_cell_UC_R_NI_ADL0018_R	ADL0018_R	Plasma_cell	NI	Plasma_cell_UC_R_NI	UC_R
141361	Plasma_cell_UC_R_NI_ADL0009_R	ADL0009_R	Plasma_cell	NI	Plasma_cell_UC_R_NI	UC_R
244652	Plasma_cell_UC_R_I_ADL0004_R	ADL0004_R	Plasma_cell	I	Plasma_cell_UC_R_I	UC_R
54309	Plasma_cell_UC_R_I_ADL0041_R	ADL0041_R	Plasma_cell	I	Plasma_cell_UC_R_I	UC_R
474836	Plasma_cell_UC_R_I_ADL0054_R	ADL0054_R	Plasma_cell	I	Plasma_cell_UC_R_I	UC_R
112895	Macrophage_CD_R_NI_BR639_R	BR639_R	Macrophage	NI	Macrophage_CD_R_NI	CD_R
312923	Macrophage_CD_R_NI_ADL0014_R	ADL0014_R	Macrophage	NI	Macrophage_CD_R_NI	CD_R
181344	Macrophage_CD_R_NI_ADL0019_R	ADL0019_R	Macrophage	NI	Macrophage_CD_R_NI	CD_R
84984	Macrophage_CD_R_NI_ADL0027_R	ADL0027_R	Macrophage	NI	Macrophage_CD_R_NI	CD_R
52561	Macrophage_CD_R_NI_ADL0036_R	ADL0036_R	Macrophage	NI	Macrophage_CD_R_NI	CD_R
227897	Macrophage_CD_R_NI_ADL0005_R	ADL0005_R	Macrophage	NI	Macrophage_CD_R_NI	CD_R
549699	Macrophage_CD_R_I_ADL0016_R	ADL0016_R	Macrophage	I	Macrophage_CD_R_I	CD_R
98350	Macrophage_CD_R_I_ADL0003_R	ADL0003_R	Macrophage	I	Macrophage_CD_R_I	CD_R
123483	Macrophage_CD_R_I_ADL0008_R	ADL0008_R	Macrophage	I	Macrophage_CD_R_I	CD_R
189957	Macrophage_CD_R_I_ADL0038_R	ADL0038_R	Macrophage	I	Macrophage_CD_R_I	CD_R
130566	Macrophage_CD_R_I_ADL0048_R	ADL0048_R	Macrophage	I	Macrophage_CD_R_I	CD_R
68689	Macrophage_CD_R_I_ADL0050_R	ADL0050_R	Macrophage	I	Macrophage_CD_R_I	CD_R
136904	Macrophage_CD_TI_NI_ADL0001_TI	ADL0001_TI	Macrophage	NI	Macrophage_CD_TI_NI	CD_TI
563903	Macrophage_CD_TI_NI_ADL0019_TI	ADL0019_TI	Macrophage	NI	Macrophage_CD_TI_NI	CD_TI
